type_id,type,sast_bill_number,sast_bill_id,bill_id
1,Same As,HB4197,1772267,1691524
8,Related,SB2102,1772592,1772107
8,Related,HB8428,1879146,1772107
8,Related,HB4192,1772163,1772102
8,Related,HB1840,1749203,1772099
8,Related,SB1016,1749155,1772099
1,Same As,HB4147,1772160,1772104
8,Related,HB3303,1764698,1772101
8,Related,HB3305,1764770,1772101
8,Related,SB1606,1764694,1772101
1,Same As,HB4179,1772188,1772117
1,Same As,HB4295,1772783,1772133
8,Related,HB5343,1777307,1772133
8,Related,SB2721,1777279,1772133
1,Same As,HB730,1691483,1691547
1,Same As,HB4172,1772142,1772096
8,Related,SB2226,1774177,1772103
8,Related,HB2670,1757049,1772103
8,Related,HB2670,1757049,1772123
8,Related,HB4167,1772145,1772132
1,Same As,HB3475,1766705,1772124
1,Same As,HB6301,1783320,1772120
8,Related,HB26,1650565,1691538
8,Related,SB2226,1774177,1772139
8,Related,HB2670,1757049,1772139
8,Related,SB299,1699167,1772111
8,Related,HB5543,1778172,1772111
8,Related,HB6209,1782611,1772130
8,Related,SB4457,1881546,1772130
8,Related,HB1150,1717633,1772128
8,Related,SB1945,1771483,1772128
8,Related,HB5233,1776494,1772128
8,Related,HB457,1679277,1772128
8,Related,SB53,1679235,1772128
8,Related,SB2689,1775533,1772128
8,Related,SB2725,1777282,1772128
8,Related,HB5542,1778161,1772128
8,Related,HB6181,1782605,1772128
8,Related,HB6798,1792281,1772128
1,Same As,HB4215,1772452,1772440
1,Same As,HB4211,1772456,1772437
8,Related,HB2670,1757049,1772442
8,Related,HB4220,1772454,1772442
8,Related,HB8070,1873661,1772442
8,Related,HB2670,1757049,1772438
8,Related,SB2226,1774177,1772438
8,Related,HB5330,1777219,1772438
1,Same As,HB4184,1772179,1772436
8,Related,HB6596,1789541,1772436
8,Related,SB3407,1789528,1772436
1,Same As,HB4409,1773640,1772433
8,Related,HB5306,1777098,1772426
8,Related,HB5224,1776499,1772425
8,Related,SB2226,1774177,1772432
8,Related,HB2670,1757049,1772432
1,Same As,HB6217,1782681,1772432
8,Related,SB3499,1791957,1772432
8,Related,HB9364,1886364,1772428
1,Same As,HB4236,1772648,1772444
1,Same As,HB1401,1729808,1691505
8,Related,HB2,1760974,1691505
8,Related,HB2670,1757049,1691505
8,Related,SB2226,1774177,1691505
8,Related,SB2824,1777937,1691505
1,Same As,HB5078,1775737,1772429
1,Same As,HB4254,1772649,1772572
1,Same As,HB4255,1772633,1772594
8,Related,SB3999,1866121,1772594
1,Same As,HB4234,1772630,1772584
8,Related,HB4809,1774972,1772606
8,Related,HB6623,1790884,1772601
1,Same As,HB5926,1780097,1772591
8,Related,HB7476,1857970,1772591
1,Same As,HB3347,1764724,1772586
8,Related,HB5301,1777102,1772600
8,Related,SR783,1885329,1772600
1,Same As,HB4250,1772621,1772565
1,Same As,HB4244,1772620,1772571
8,Related,HB4290,1772889,1772581
1,Same As,HB2472,1752883,1772597
1,Same As,HB4263,1772655,1772590
8,Related,SB716,1731406,1691566
8,Related,SB2333,1774750,1772598
8,Related,HB4256,1772657,1772576
1,Same As,HB4951,1775281,1772611
8,Related,HB4264,1772618,1772569
8,Related,HB2469,1752890,1772589
8,Related,HB2407,1751462,1772566
8,Related,HB2560,1754486,1772610
8,Related,HB7565,1860928,1772582
1,Same As,HB3371,1765356,1772605
8,Related,HB4672,1774617,1772607
8,Related,SB178,1689558,1691572
1,Same As,HB659,1689579,1691572
8,Related,HB1435,1732006,1772593
1,Same As,HB4238,1772643,1772574
1,Same As,HB4258,1772626,1772613
8,Related,HB3832,1770229,1772585
8,Related,HB6058,1781818,1772603
1,Same As,HB4224,1772459,1772588
1,Same As,HB4312,1772886,1772612
8,Related,HB6486,1785087,1772573
8,Related,HB694,1691555,1691560
8,Related,SB3383,1785803,1772568
8,Related,HB3027,1760179,1772592
8,Related,SB2020,1772107,1772592
8,Related,HB8428,1879146,1772592
8,Related,HB3229,1763987,1772792
8,Related,HB3463,1766749,1772792
8,Related,HB3932,1770792,1772792
8,Related,SB1518,1763400,1772792
8,Related,SB1541,1763381,1772792
8,Related,SB1638,1765933,1772792
8,Related,SB1903,1771114,1772792
8,Related,HB6796,1792348,1772792
8,Related,HB7447,1854110,1772792
8,Related,SB1500,1762903,1772792
8,Related,SB1873,1771098,1772792
8,Related,HB8512,1880071,1772792
8,Related,HB5997,1781265,1772792
8,Related,SB873,1743568,1772874
1,Same As,HB4305,1772875,1772860
8,Related,HB900,1702959,1772772
1,Same As,HB820,1694349,1772773
1,Same As,HB4307,1772887,1772880
8,Related,HB8657,1881964,1772856
1,Same As,HB4300,1772823,1772952
1,Same As,HB3821,1770204,1772776
8,Related,HB3868,1770517,1772788
8,Related,HB4311,1772882,1772817
8,Related,HB2851,1759100,1772936
8,Related,HB3786,1769821,1772936
8,Related,SB343,1702981,1772936
1,Same As,HB4962,1775539,1772802
8,Related,HB4366,1773292,1772786
8,Related,HR1061,1860939,1772786
1,Same As,HB4331,1773010,1772859
8,Related,HB875,1701246,1691531
8,Related,HB3157,1762958,1691531
8,Related,SB2271,1774257,1772954
8,Related,HB4368,1773268,1772766
8,Related,HB4366,1773292,1772766
8,Related,HR1061,1860939,1772766
8,Related,HB6780,1792279,1772937
8,Related,HB4308,1772918,1772890
8,Related,HB4359,1773035,1772899
8,Related,HB7332,1846405,1772951
1,Same As,HB5128,1775810,1772916
1,Same As,HB5159,1775938,1772916
1,Same As,HB6518,1785754,1772896
8,Related,HB4354,1773007,1772801
1,Same As,HB4349,1773047,1772797
8,Related,SB1039,1750456,1772797
8,Related,HB3830,1770232,1772826
8,Related,HB4342,1773036,1772924
8,Related,HB5147,1775927,1772901
1,Same As,HB3612,1767894,1772777
1,Same As,HB727,1691573,1691520
8,Related,HB8479,1879852,1772947
1,Same As,HB4268,1772627,1772798
8,Related,SB2226,1774177,1772830
8,Related,HB2670,1757049,1772830
8,Related,SB2226,1774177,1772843
8,Related,HB2670,1757049,1772843
1,Same As,SB3506,1791997,1772843
1,Same As,HB4239,1772650,1772848
1,Same As,HB4297,1772888,1772787
1,Same As,HB4278,1772825,1772782
8,Related,HB3581,1767457,1691499
1,Same As,HB6107,1781947,1772834
8,Related,HB2419,1751441,1772949
8,Related,SB2202,1772796,1772780
8,Related,HB5874,1779606,1772780
1,Same As,HB3726,1768740,1772784
8,Related,HB7652,1863914,1772846
1,Same As,HB4352,1773023,1772785
8,Related,HB655,1689647,1691495
8,Related,HB4326,1773037,1772898
8,Related,HB7814,1866996,1772908
8,Related,HB2670,1757049,1772945
8,Related,SB2226,1774177,1772945
8,Related,HB1325,1724956,1772904
1,Same As,HB4309,1772900,1772904
1,Same As,HB4340,1773039,1772855
8,Related,HB2670,1757049,1772953
8,Related,SB2226,1774177,1772953
8,Related,SB3508,1792005,1772953
8,Related,HB4470,1773820,1772881
8,Related,SB2499,1775342,1772881
8,Related,HB22,1650862,1691569
8,Related,SB9,1677232,1691569
1,Same As,HB5354,1777543,1772811
8,Related,HB9055,1884611,1772903
8,Related,SB2208,1772939,1772927
8,Related,SB2354,1774803,1772927
8,Related,HB4061,1771527,1772819
8,Related,HB5361,1777534,1772861
8,Related,HB5367,1777531,1772768
1,Same As,HB4405,1773645,1772902
8,Related,HB4392,1773300,1772944
8,Related,SB89,1681753,1691515
8,Related,HB5853,1779287,1691515
1,Same As,HB4275,1772865,1772835
8,Related,HB3384,1765349,1772864
1,Same As,HB5444,1777786,1772911
8,Related,HB4251,1772636,1772800
8,Related,HB4563,1774205,1772800
8,Related,SB2973,1779101,1772839
1,Same As,HB7535,1860108,1772839
1,Same As,HB470,1679286,1677480
1,Same As,HB731,1691533,1691513
8,Related,HB3599,1767849,1772943
8,Related,HB6044,1781812,1772943
8,Related,HB1360,1727217,1772775
8,Related,SB2162,1772780,1772796
1,Same As,HB4557,1774201,1772805
1,Same As,HB4304,1772957,1772857
1,Same As,HB4329,1773000,1772872
8,Related,SB2182,1772927,1772939
1,Same As,HB701,1691508,1691506
8,Related,HB2670,1757049,1691506
8,Related,HB4691,1774603,1772914
8,Related,HB6114,1782173,1772914
8,Related,HB3951,1771218,1772897
1,Same As,HB4363,1773031,1772853
1,Same As,HB4854,1775208,1774103
8,Related,HB2715,1757457,1774097
8,Related,HB4519,1774104,1774097
8,Related,SB1202,1757432,1774097
1,Same As,HB3585,1767454,1774087
8,Related,SB2302,1774404,1774087
8,Related,SB4678,1884460,1774087
8,Related,HB1804,1748517,1691489
8,Related,HB3796,1770205,1691489
8,Related,HB3935,1771174,1691489
1,Same As,HB4370,1773294,1774083
1,Same As,HB4322,1773042,1774081
8,Related,HB4326,1773037,1774081
8,Related,HB2670,1757049,1774082
8,Related,SB2226,1774177,1774082
8,Related,SB3504,1791984,1774082
8,Related,HB3127,1762914,1774109
1,Same As,HB9937,1888760,1774168
8,Related,HB4568,1774161,1774153
8,Related,HB2670,1757049,1774177
8,Related,SB2047,1772438,1774177
8,Related,SB2055,1772432,1774177
8,Related,HR394,1764065,1774177
8,Related,HB1218,1722213,1774177
8,Related,HB2531,1754038,1774177
8,Related,HB2935,1759917,1774177
8,Related,SB510,1712317,1774177
8,Related,SB903,1745291,1774177
8,Related,SB1334,1759814,1774177
8,Related,SB1755,1769359,1774177
8,Related,SB1841,1770824,1774177
8,Related,HB2746,1758013,1774177
8,Related,HB2756,1758007,1774177
8,Related,HB2973,1759889,1774177
8,Related,HB3147,1762931,1774177
8,Related,HB3359,1765361,1774177
8,Related,HB3460,1766711,1774177
8,Related,SR207,1764032,1774177
8,Related,SB1241,1757960,1774177
8,Related,SB1347,1759860,1774177
8,Related,SB1437,1761245,1774177
8,Related,SB1463,1761533,1774177
8,Related,SB1517,1763379,1774177
8,Related,SB1619,1765343,1774177
8,Related,SB1716,1766606,1774177
8,Related,SB1791,1769805,1774177
8,Related,SB1811,1770446,1774177
8,Related,SB1892,1771081,1774177
8,Related,SB1977,1771762,1774177
8,Related,SB2031,1772103,1774177
8,Related,SB2040,1772139,1774177
8,Related,SB2154,1772843,1774177
8,Related,SB2153,1772830,1774177
8,Related,SB2276,1774271,1774177
8,Related,HB4383,1773280,1774177
8,Related,SB2453,1775009,1774177
8,Related,SB2455,1774959,1774177
8,Related,SB2486,1775112,1774177
8,Related,SB2487,1775120,1774177
8,Related,SB2490,1775122,1774177
8,Related,SB2339,1774759,1774177
8,Related,SB2613,1775561,1774177
8,Related,SB2177,1772953,1774177
8,Related,SB2232,1774209,1774177
8,Related,SB2359,1774751,1774177
8,Related,SB473,1712315,1774177
8,Related,SB2473,1775119,1774177
8,Related,HB5233,1776494,1774177
8,Related,SB2502,1775334,1774177
8,Related,SB2505,1775294,1774177
8,Related,HB5218,1776239,1774177
8,Related,SB2396,1774816,1774177
8,Related,HB457,1679277,1774177
8,Related,HB769,1694150,1774177
8,Related,HB1086,1714872,1774177
8,Related,HB1401,1729808,1774177
8,Related,HB1782,1747752,1774177
8,Related,HB3196,1763458,1774177
8,Related,HB3235,1764057,1774177
8,Related,HB4041,1771332,1774177
8,Related,HB4078,1771556,1774177
8,Related,HB4426,1773679,1774177
8,Related,HB4643,1774510,1774177
8,Related,HB4696,1774725,1774177
8,Related,SB53,1679235,1774177
8,Related,SB128,1687129,1774177
8,Related,SB264,1694253,1774177
8,Related,SB349,1702979,1774177
8,Related,SB356,1703062,1774177
8,Related,SB509,1712349,1774177
8,Related,SB769,1732982,1774177
8,Related,SB794,1741165,1774177
8,Related,SB832,1743557,1774177
8,Related,SB933,1746030,1774177
8,Related,SB1554,1764035,1774177
8,Related,SB1751,1766632,1774177
8,Related,SB1887,1771067,1774177
8,Related,SB1987,1771759,1774177
8,Related,SB2174,1772945,1774177
8,Related,SB2222,1774082,1774177
8,Related,SB2268,1774274,1774177
8,Related,SB2285,1774277,1774177
8,Related,SB2347,1774788,1774177
8,Related,HB454,1679294,1774177
8,Related,HB979,1704537,1774177
8,Related,HB1190,1720741,1774177
8,Related,HB1522,1732961,1774177
8,Related,HB1760,1747024,1774177
8,Related,HB3932,1770792,1774177
8,Related,SB158,1689605,1774177
8,Related,SB206,1691505,1774177
8,Related,SB452,1710382,1774177
8,Related,SB724,1731417,1774177
8,Related,SB829,1743502,1774177
8,Related,SB1067,1750691,1774177
8,Related,SB1169,1756164,1774177
8,Related,SB1253,1757977,1774177
8,Related,SB1325,1759527,1774177
8,Related,SB1469,1761541,1774177
8,Related,SB1518,1763400,1774177
8,Related,SB1822,1770482,1774177
8,Related,SB1868,1770953,1774177
8,Related,SB1903,1771114,1774177
8,Related,SB1945,1771483,1774177
8,Related,SB1965,1771755,1774177
8,Related,SB2478,1775111,1774177
8,Related,SB2715,1775692,1774177
8,Related,HB5262,1776898,1774177
8,Related,HB5270,1776999,1774177
8,Related,SB2689,1775533,1774177
8,Related,SB2725,1777282,1774177
8,Related,HB5538,1778176,1774177
8,Related,HB5542,1778161,1774177
8,Related,HJR89,1777969,1774177
8,Related,SB1444,1761542,1774177
8,Related,HB5718,1778846,1774177
8,Related,SB3004,1779520,1774177
8,Related,HB5982,1781117,1774177
8,Related,HB5088,1775727,1774177
8,Related,HB6470,1784724,1774177
8,Related,SB3339,1784148,1774177
8,Related,HB5977,1780777,1774177
8,Related,HB6181,1782605,1774177
8,Related,HB6182,1782571,1774177
8,Related,SB3352,1785080,1774177
8,Related,HB6846,1792624,1774177
8,Related,SB3547,1792258,1774177
8,Related,HB6143,1782465,1774177
8,Related,SB3506,1791997,1774177
8,Related,SB3508,1792005,1774177
8,Related,HB5330,1777219,1774177
8,Related,HB6876,1793997,1774177
8,Related,HB6741,1791975,1774177
8,Related,HB6669,1791128,1774177
8,Related,SB3050,1780760,1774177
8,Related,HB6796,1792348,1774177
8,Related,SB3505,1791996,1774177
8,Related,SB3504,1791984,1774177
8,Related,HB6798,1792281,1774177
8,Related,HB6738,1791967,1774177
8,Related,HB6217,1782681,1774177
8,Related,HB6740,1792002,1774177
8,Related,HB7240,1838097,1774177
8,Related,HB7447,1854110,1774177
8,Related,HB3821,1770204,1774177
8,Related,SB1500,1762903,1774177
8,Related,SB2678,1775420,1774177
8,Related,SB3499,1791957,1774177
8,Related,SB3853,1857880,1774177
8,Related,HB7807,1866985,1774177
8,Related,HB8791,1882753,1774177
1,Same As,HB1076,1714885,1774227
1,Same As,HB4549,1774163,1774180
1,Same As,HB4545,1774187,1774194
1,Same As,HB455,1679259,1691525
8,Related,HB4551,1774152,1774147
8,Related,HB4581,1774377,1774155
8,Related,HB2670,1757049,1774209
8,Related,SB2226,1774177,1774209
1,Same As,HB4310,1772808,1774224
8,Related,HB1125,1717661,1774192
8,Related,HB2670,1757049,1774192
8,Related,HB5096,1775822,1774207
1,Same As,HB4539,1774199,1774197
1,Same As,HB4505,1774107,1774189
8,Related,HB3305,1764770,1774202
8,Related,HB3310,1764731,1774202
8,Related,SB1606,1764694,1774202
8,Related,HB3907,1770861,1774200
1,Same As,HB5160,1775919,1774178
1,Same As,HB4576,1774325,1774223
1,Same As,HB4534,1774198,1774220
8,Related,HB3918,1770886,1774230
8,Related,HB4596,1774489,1774230
1,Same As,HB4629,1774487,1774230
1,Same As,HB788,1694203,1694052
1,Same As,HB4902,1775313,1774144
1,Same As,HB4552,1774203,1774216
8,Related,HB1533,1737406,1774262
1,Same As,HB4579,1774353,1774280
1,Same As,HB5385,1777721,1774292
8,Related,SB2973,1779101,1774292
8,Related,HB6524,1785799,1774264
1,Same As,HB4194,1772177,1774263
1,Same As,HB3519,1766730,1774293
1,Same As,HB770,1694228,1694077
1,Same As,HB5536,1778169,1774269
8,Related,HB4588,1774375,1774287
8,Related,HB4580,1774300,1774260
8,Related,HB4894,1775204,1774279
8,Related,HB2670,1757049,1774274
8,Related,SB2226,1774177,1774274
1,Same As,HB6012,1781308,1774294
8,Related,HB786,1694308,1694360
8,Related,SB2130,1772954,1774257
1,Same As,HB5169,1776072,1774296
8,Related,HB4831,1775083,1774296
8,Related,HB663,1689548,1774278
8,Related,HB3918,1770886,1774275
8,Related,SB2226,1774177,1774271
8,Related,HB2670,1757049,1774271
8,Related,SB4638,1884189,1774271
8,Related,HB735,1691512,1774285
8,Related,HB5990,1781269,1774268
1,Same As,HB4432,1773655,1774289
1,Same As,HB1287,1724930,1694112
1,Same As,HB4583,1774330,1774291
8,Related,HB82,1650988,1774291
8,Related,HB3926,1770807,1774291
8,Related,SB597,1724910,1774291
8,Related,SB3974,1865613,1774291
8,Related,HB8044,1873549,1774291
8,Related,SB1357,1759874,1774266
8,Related,HB4237,1772653,1774288
8,Related,HB5339,1777298,1774288
8,Related,HB7775,1866670,1774261
8,Related,HB4138,1771816,1774265
8,Related,HB2670,1757049,1774277
8,Related,SB2226,1774177,1774277
8,Related,HB5934,1780225,1774273
8,Related,HB2764,1758049,1774440
8,Related,SB1229,1757953,1774440
1,Same As,HB4375,1773298,1774440
1,Same As,HB752,1694356,1694043
1,Same As,HB8756,1882572,1774433
8,Related,HB4249,1772652,1774402
1,Same As,HB4573,1774344,1774431
8,Related,HB3564,1767456,1774429
1,Same As,HB9870,1888471,1774420
8,Related,HB4632,1774475,1774396
8,Related,SB3663,1829228,1774396
1,Same As,HB4633,1774465,1774434
8,Related,HB1124,1717631,1774434
8,Related,HB1058,1714851,1677464
8,Related,HB1,1741372,1677464
8,Related,SB947,1746012,1677464
8,Related,SB989,1748417,1677464
8,Related,HB2811,1759097,1677464
8,Related,SB1456,1761525,1677464
8,Related,HB834,1697455,1694310
8,Related,HB4615,1774480,1774401
8,Related,HB4613,1774496,1774428
8,Related,HB3585,1767454,1774404
8,Related,HB4364,1773270,1774404
8,Related,SB2219,1774087,1774404
8,Related,SB3222,1782540,1774404
8,Related,HB2882,1759619,1774404
8,Related,HR1102,1867034,1774404
1,Same As,HB4572,1774364,1774407
8,Related,SB2840,1778270,1774441
1,Same As,HB3392,1765979,1774412
8,Related,HB5378,1777525,1774438
8,Related,HB4664,1774612,1774427
8,Related,HB2882,1759619,1774427
8,Related,HR1102,1867034,1774427
8,Related,SB4928,1885483,1774427
8,Related,HB6717,1791760,1694258
8,Related,HB2906,1759627,1774423
1,Same As,HB1794,1747715,1774409
8,Related,HB3110,1761805,1774430
1,Same As,HB4162,1772182,1774408
8,Related,HB2720,1757447,1774400
8,Related,SB2756,1777585,1774400
1,Same As,HB4485,1773829,1774418
1,Same As,HB4621,1774454,1774417
1,Same As,HB4620,1774466,1774415
8,Related,HB5893,1779856,1774403
8,Related,HB4366,1773292,1774403
8,Related,HR1061,1860939,1774403
8,Related,HB4033,1771368,1774419
1,Same As,HB3876,1770528,1774399
8,Related,HB2453,1751498,1774411
8,Related,SB505,1712262,1774411
8,Related,HB4627,1774473,1774411
8,Related,SB2327,1774424,1774411
1,Same As,HB4624,1774448,1774405
1,Same As,HB4909,1775258,1774397
1,Same As,HB4627,1774473,1774424
8,Related,SB2324,1774411,1774424
8,Related,SB2333,1774750,1774425
1,Same As,HB765,1694326,1694324
1,Same As,HB4659,1774512,1774799
8,Related,HB2416,1751446,1774750
8,Related,SB2080,1772598,1774750
8,Related,SB2356,1774775,1774750
8,Related,SB2362,1774760,1774750
8,Related,SB2434,1774994,1774750
8,Related,SB2538,1775371,1774750
8,Related,SB2329,1774425,1774750
8,Related,SB2672,1775538,1774750
8,Related,SB2686,1775645,1774750
8,Related,HB4718,1774694,1774797
8,Related,HB3152,1762957,1774757
8,Related,HB815,1694134,1774757
8,Related,HB6053,1781802,1774771
8,Related,SB3127,1781760,1774771
1,Same As,HB7634,1863388,1774771
8,Related,HB2670,1757049,1774759
8,Related,SB2226,1774177,1774759
1,Same As,HB2539,1754089,1694036
8,Related,HB3955,1771195,1774790
1,Same As,HB4861,1775197,1774743
8,Related,HB3202,1764087,1774776
8,Related,SB2935,1778942,1774776
8,Related,HB3739,1768820,1774747
8,Related,HB4987,1775460,1774735
8,Related,HB5046,1775564,1774735
8,Related,SB2575,1775503,1774735
8,Related,HB11,1774719,1774735
8,Related,HB239,1653155,1774735
8,Related,HB1118,1717637,1774735
8,Related,HB1295,1724964,1774735
8,Related,HB1583,1741381,1774735
8,Related,HB3130,1762944,1774735
8,Related,SB1,1775133,1774735
8,Related,SB486,1712232,1774735
8,Related,HB988,1707935,1774735
8,Related,HB2599,1755558,1774735
8,Related,HB5290,1777002,1774735
8,Related,SB512,1712301,1774735
8,Related,SB1487,1762896,1774735
8,Related,SB2843,1778265,1774735
8,Related,SB2842,1778262,1774735
8,Related,HB7210,1835628,1774735
8,Related,HB7329,1846373,1774735
8,Related,HB6267,1783143,1774735
8,Related,SB1677,1766585,1774735
8,Related,SB3750,1841862,1774735
8,Related,SB3916,1863396,1774735
8,Related,HB8677,1882164,1774735
8,Related,HB8825,1883363,1774735
8,Related,HB4714,1774703,1774804
1,Same As,HB4696,1774725,1774788
8,Related,HB2670,1757049,1774788
8,Related,SB2226,1774177,1774788
8,Related,SB4548,1882557,1774788
1,Same As,HB5039,1775633,1774783
1,Same As,HB5720,1778786,1774762
1,Same As,HB8490,1880061,1774748
8,Related,HB695,1691571,1774794
8,Related,SB882,1745254,1774794
1,Same As,HB4920,1775352,1774781
8,Related,HB4940,1775314,1774803
8,Related,SB2182,1772927,1774803
8,Related,SB1756,1769360,1774803
8,Related,SB1780,1769566,1774803
8,Related,SB2489,1775132,1774803
8,Related,HB8484,1879861,1774803
8,Related,SB2333,1774750,1774775
8,Related,HB1399,1729792,1774739
8,Related,HB5636,1778565,1774739
8,Related,SB1770,1769553,1774793
8,Related,HB7476,1857970,1774793
8,Related,HB2670,1757049,1774751
8,Related,SB2226,1774177,1774751
8,Related,HB1834,1749215,1694285
1,Same As,HB4706,1774720,1774795
8,Related,SB2333,1774750,1774760
8,Related,HB813,1694059,1774844
1,Same As,HB767,1694221,1694180
8,Related,HB4750,1774876,1774834
1,Same As,HB3139,1762941,1774841
1,Same As,HB4758,1774831,1774868
1,Same As,HB4744,1774821,1774888
8,Related,HB4727,1774867,1774889
1,Same As,HB412,1674803,1774829
1,Same As,HB4749,1774836,1774826
8,Related,HB6445,1784307,1774823
1,Same As,HB4760,1774853,1774869
1,Same As,HB4752,1774877,1774893
1,Same As,HB823,1694232,1694264
8,Related,HB5727,1778813,1774833
8,Related,HB6469,1784723,1774881
1,Same As,HB4733,1774843,1774842
8,Related,HB5477,1777978,1774830
8,Related,HB4746,1774860,1774822
1,Same As,HB4731,1774813,1774817
1,Same As,HB5329,1777213,1774879
8,Related,HB5616,1778545,1774878
8,Related,HB9170,1885032,1694239
8,Related,HB1392,1729844,1774832
8,Related,SB2968,1779121,1774832
8,Related,HB5828,1779310,1774832
8,Related,HB3765,1769596,1774814
8,Related,HB3784,1769817,1774814
8,Related,HB1219,1722147,1774897
1,Same As,HB6258,1783128,1774827
1,Same As,HB5009,1775615,1774895
8,Related,HB2670,1757049,1774816
8,Related,SB2226,1774177,1774816
8,Related,HB5674,1778595,1774816
8,Related,SB3383,1785803,1774899
1,Same As,HB4703,1774728,1774886
8,Related,HB4704,1774713,1774859
8,Related,HB516,1681749,1677513
8,Related,HB1615,1743912,1694048
1,Same As,HB4702,1774712,1774890
8,Related,SB3012,1779590,1774946
8,Related,HB4818,1775035,1775010
1,Same As,HB783,1694191,1694260
8,Related,HB6950,1810715,1775014
8,Related,SB2414,1775014,1775014
1,Same As,HB3838,1770533,1775006
1,Same As,HB6761,1792025,1774955
8,Related,HB7680,1863912,1774980
8,Related,HB704,1691556,1775032
8,Related,HB2583,1755575,1775032
8,Related,SB260,1694064,1775032
8,Related,SB2713,1775481,1775032
8,Related,HB7665,1863918,1775032
8,Related,SB3939,1864518,1775032
1,Same As,HB7621,1863407,1775036
1,Same As,HB789,1694296,1694251
8,Related,HB483,1679246,1775030
1,Same As,HB4804,1774987,1774975
8,Related,HB4225,1772474,1775005
1,Same As,HB4832,1775098,1775002
1,Same As,HB4791,1774969,1774973
8,Related,SB4859,1885343,1774973
8,Related,HB9207,1885237,1774973
8,Related,HB915,1702984,1775027
8,Related,HB8809,1883111,1775027
1,Same As,HB4816,1775018,1774931
8,Related,HB7016,1820072,1775024
8,Related,HB3227,1763975,1774954
8,Related,SB1749,1766650,1774954
1,Same As,HB8150,1875007,1694075
8,Related,HB3720,1768754,1774991
1,Same As,HB4815,1775033,1775000
8,Related,HB3946,1771203,1774979
8,Related,HB4063,1771534,1774979
8,Related,SB1800,1769796,1774979
8,Related,HB5598,1778416,1774979
8,Related,SB3070,1781096,1774979
8,Related,SB3370,1785802,1774979
8,Related,HB7899,1871254,1774979
8,Related,SB2333,1774750,1774994
1,Same As,HB5400,1777708,1774962
8,Related,HB4820,1775099,1774940
8,Related,HB4366,1773292,1774940
8,Related,HR1061,1860939,1774940
8,Related,HB4665,1774610,1774988
8,Related,HB2882,1759619,1774988
8,Related,HR1102,1867034,1774988
1,Same As,HB4796,1774941,1775011
8,Related,HB263,1653283,1694262
1,Same As,HB4812,1774938,1774971
8,Related,HB496,1681714,1775042
8,Related,HB4394,1773669,1774970
8,Related,HB4366,1773292,1774970
8,Related,HR1061,1860939,1774970
8,Related,HB4830,1775092,1774986
8,Related,HB4973,1775406,1774932
8,Related,HB4976,1775652,1775013
8,Related,HB5308,1777100,1775004
8,Related,HB4975,1775586,1775023
8,Related,HB4103,1771794,1775012
1,Same As,HB6016,1781302,1774993
1,Same As,HB4849,1775126,1774995
8,Related,HB5134,1775918,1774966
8,Related,HB2670,1757049,1775009
8,Related,SB2226,1774177,1775009
8,Related,HB2670,1757049,1774959
8,Related,SB2226,1774177,1774959
8,Related,HB3904,1770795,1775125
8,Related,HB4878,1775175,1775205
1,Same As,HB816,1694235,1694276
8,Related,HB4844,1775138,1775173
1,Same As,HB4903,1775271,1775155
1,Same As,HB2696,1757067,1775148
8,Related,HB3851,1770488,1775149
1,Same As,HB6331,1783593,1775159
1,Same As,HB6214,1782692,1775152
1,Same As,HB768,1694319,1694032
8,Related,HB3018,1760215,1694032
8,Related,HB6596,1789541,1694032
8,Related,SB3407,1789528,1694032
8,Related,HB4865,1775177,1775141
8,Related,HB5934,1780225,1775179
1,Same As,HB5070,1775717,1775169
8,Related,HB2670,1757049,1775119
8,Related,SB2226,1774177,1775119
1,Same As,HB5376,1777554,1775117
8,Related,HB553,1683930,1775166
8,Related,HB4884,1775124,1775139
1,Same As,HB1770,1747028,1775116
8,Related,HB769,1694150,1775111
8,Related,HB2670,1757049,1775111
8,Related,SB2226,1774177,1775111
8,Related,HB4327,1773034,1775110
8,Related,SB1016,1749155,1775110
1,Same As,HB810,1694034,1694351
1,Same As,HB5154,1775928,1775156
1,Same As,HB4950,1775365,1775109
8,Related,HB7560,1860913,1775183
8,Related,HB4122,1771774,1775164
8,Related,HB2670,1757049,1775112
8,Related,SB2226,1774177,1775112
8,Related,HB2670,1757049,1775120
8,Related,SB2226,1774177,1775120
1,Same As,HB4889,1775130,1775184
8,Related,SB2354,1774803,1775132
8,Related,HB2900,1759572,1694303
8,Related,HB2670,1757049,1775122
8,Related,SB2226,1774177,1775122
8,Related,HB4870,1775200,1775151
8,Related,HB8602,1881339,1775151
1,Same As,HB4858,1775195,1775134
1,Same As,HB4335,1773040,1775198
8,Related,HB6543,1785916,1775332
8,Related,HB4470,1773820,1775342
8,Related,SB2178,1772881,1775342
8,Related,SB298,1699153,1677202
8,Related,HB625,1687093,1677202
8,Related,HB698,1691491,1677202
8,Related,HB6596,1789541,1677202
8,Related,SB3407,1789528,1677202
8,Related,HB811,1694118,1694210
8,Related,HB4935,1775366,1775290
1,Same As,HB4897,1775297,1775282
8,Related,HB2670,1757049,1775334
8,Related,SB2226,1774177,1775334
8,Related,SB3050,1780760,1775334
1,Same As,HB3956,1771184,1775375
1,Same As,HB4943,1775318,1775295
8,Related,HB2670,1757049,1775294
